"SIRUTA","Denumire","Tip","Judet"
"102473","DASCALU","comuna","ILFOV"
"102525","DARASTI-ILFOV","comuna","ILFOV"
"102543","1 DECEMBRIE","comuna","ILFOV"
"179310","DOBROESTI","comuna","ILFOV"
"102570","DOMNESTI","comuna","ILFOV"
"102605","DRAGOMIRESTI-VALE","comuna","ILFOV"
"103130","GANEASA","comuna","ILFOV"
"179347","GLINA","comuna","ILFOV"
"103443","GRADISTEA","comuna","ILFOV"
"103513","GRUIU","comuna","ILFOV"
"179383","JILAVA","comuna","ILFOV"
"104243","MOARA VLASIEI","comuna","ILFOV"
"179463","MOGOSOAIA","comuna","ILFOV"
"104421","NUCI","comuna","ILFOV"
"104546","PERIS","comuna","ILFOV"
"104582","PETRACHIOAIA","comuna","ILFOV"
"105160","SNAGOV","comuna","ILFOV"
"105419","STEFANESTII DE JOS","comuna","ILFOV"
"105570","TUNARI","comuna","ILFOV"
"105936","VIDRA","comuna","ILFOV"
"106318","BAIA MARE","municipiu","MARAMURES"
"106559","SIGHETU MARMATIEI","municipiu","MARAMURES"
"106684","BAIA SPRIE","oras","MARAMURES"
"106746","BORSA","oras","MARAMURES"
"106782","CAVNIC","oras","MARAMURES"
"108963","SEINI","oras","MARAMURES"
"106817","TARGU LAPUS","oras","MARAMURES"
"106979","VISEU DE SUS","oras","MARAMURES"
"108017","DRAGOMIRESTI","oras","MARAMURES"
"108892","SALISTEA DE SUS","oras","MARAMURES"
"109176","SOMCUTA MARE","oras","MARAMURES"
"109265","ULMENI","oras","MARAMURES"
"106461","TAUTII-MAGHERAUS","oras","MARAMURES"
"107001","ARDUSAT","comuna","MARAMURES"
"107047","ARINIS","comuna","MARAMURES"
"107083","ASUAJU DE SUS","comuna","MARAMURES"
"107118","BAITA DE SUB CODRU","comuna","MARAMURES"
"107154","BAIUT","comuna","MARAMURES"
"107190","BASESTI","comuna","MARAMURES"
"107234","BICAZ","comuna","MARAMURES"
"107270","BISTRA","comuna","MARAMURES"
"107314","BARSANA","comuna","MARAMURES"
"107350","BOCICOIU MARE","comuna","MARAMURES"
"107403","BOGDAN VODA","comuna","MARAMURES"
"107430","BOIU MARE","comuna","MARAMURES"
"107485","BOTIZA","comuna","MARAMURES"
"107519","BUDESTI","comuna","MARAMURES"
"107546","CALINESTI","comuna","MARAMURES"
"107582","CERNESTI","comuna","MARAMURES"
"107662","CICARLAU","comuna","MARAMURES"
"107715","CAMPULUNG LA TISA","comuna","MARAMURES"
"107733","COPALNIC-MANASTUR","comuna","MARAMURES"
"107868","COROIENI","comuna","MARAMURES"
"107920","CUPSENI","comuna","MARAMURES"
"107975","DESESTI","comuna","MARAMURES"
"108035","DUMBRAVITA","comuna","MARAMURES"
"108106","FARCASA","comuna","MARAMURES"
"108151","GIULESTI","comuna","MARAMURES"
"108204","IEUD","comuna","MARAMURES"
"108222","LAPUS","comuna","MARAMURES"
"108240","LEORDINA","comuna","MARAMURES"
"108268","MIRESU MARE","comuna","MARAMURES"
"108348","MOISEI","comuna","MARAMURES"
"108366","OARTA DE JOS","comuna","MARAMURES"
"108400","OCNA SUGATAG","comuna","MARAMURES"
"108455","PETROVA","comuna","MARAMURES"
"108473","POIENILE DE SUB MUNTE","comuna","MARAMURES"
"108491","REMETEA CHIOARULUI","comuna","MARAMURES"
"108552","REMETI","comuna","MARAMURES"
"108598","REPEDEA","comuna","MARAMURES"
"108614","RONA DE JOS","comuna","MARAMURES"
"108632","RONA DE SUS","comuna","MARAMURES"
"108669","ROZAVLEA","comuna","MARAMURES"
"108696","RUSCOVA","comuna","MARAMURES"
"108712","SATULUNG","comuna","MARAMURES"
"108794","SACALASENI","comuna","MARAMURES"
"108874","SACEL","comuna","MARAMURES"
"108918","SALSIG","comuna","MARAMURES"
"108945","SAPANTA","comuna","MARAMURES"
"109005","STRAMTURA","comuna","MARAMURES"
"109041","SUCIU DE SUS","comuna","MARAMURES"
"109096","SISESTI","comuna","MARAMURES"
"109354","VALEA CHIOARULUI","comuna","MARAMURES"
"109425","VIMA MICA","comuna","MARAMURES"
"109504","VISEU DE JOS","comuna","MARAMURES"
"106363","GROSI","comuna","MARAMURES"
"106407","RECEA","comuna","MARAMURES"
"106620","SARASAU","comuna","MARAMURES"
"106648","VADU IZEI","comuna","MARAMURES"
"179604","POIENILE IZEI","comuna","MARAMURES"
"179613","SIEU","comuna","MARAMURES"
"179622","GROSII TIBLESULUI","comuna","MARAMURES"
"179837","COAS","comuna","MARAMURES"
"179846","COLTAU","comuna","MARAMURES"
"179855","GARDANI","comuna","MARAMURES"
"179864","ONCESTI","comuna","MARAMURES"
"109773","DROBETA-TURNU SEVERIN","municipiu","MEHEDINTI"
"110063","ORSOVA","municipiu","MEHEDINTI"
"109924","BAIA DE ARAMA","oras","MEHEDINTI"
"110116","STREHAIA","oras","MEHEDINTI"
"110232","VANJU MARE","oras","MEHEDINTI"
"110296","BALA","comuna","MEHEDINTI"
"110535","BALACITA","comuna","MEHEDINTI"
"110456","BALTA","comuna","MEHEDINTI"
"110571","BACLES","comuna","MEHEDINTI"
"110688","BALVANESTI","comuna","MEHEDINTI"
"110740","BREZNITA-MOTRU","comuna","MEHEDINTI"
"110820","BREZNITA-OCOL","comuna","MEHEDINTI"
"110875","BROSTENI","comuna","MEHEDINTI"
"110946","BURILA MARE","comuna","MEHEDINTI"
"111006","BUTOIESTI","comuna","MEHEDINTI"
"111097","CAZANESTI","comuna","MEHEDINTI"
"111220","CIRESU","comuna","MEHEDINTI"
"111275","CORCOVA","comuna","MEHEDINTI"
"111417","CORLATEL","comuna","MEHEDINTI"
"111444","CUJMIR","comuna","MEHEDINTI"
"111480","DEVESEL","comuna","MEHEDINTI"
"111550","DARVARI","comuna","MEHEDINTI"
"112904","DUBOVA","comuna","MEHEDINTI"
"111587","DUMBRAVA","comuna","MEHEDINTI"
"111685","FLORESTI","comuna","MEHEDINTI"
"111783","GARLA MARE","comuna","MEHEDINTI"
"111818","GODEANU","comuna","MEHEDINTI"
"111863","GOGOSU","comuna","MEHEDINTI"
"111916","GRECI","comuna","MEHEDINTI"
"111989","GROZESTI","comuna","MEHEDINTI"
"112030","GRUIA","comuna","MEHEDINTI"
"112076","HINOVA","comuna","MEHEDINTI"
"112129","HUSNICIOARA","comuna","MEHEDINTI"
"112245","ESELNITA","comuna","MEHEDINTI"
"112263","ILOVAT","comuna","MEHEDINTI"
"112334","ILOVITA","comuna","MEHEDINTI"
"112370","ISVERNA","comuna","MEHEDINTI"
"112469","IZVORU BARZII","comuna","MEHEDINTI"
"112548","JIANA","comuna","MEHEDINTI"
"112600","LIVEZILE","comuna","MEHEDINTI"
"112664","MALOVAT","comuna","MEHEDINTI"
"110027","OBARSIA-CLOSANI","comuna","MEHEDINTI"
"112744","OBARSIA DE CAMP","comuna","MEHEDINTI"
"112771","OPRISOR","comuna","MEHEDINTI"
"112806","PADINA","comuna","MEHEDINTI"
"112879","PATULELE","comuna","MEHEDINTI"
"112959","PODENI","comuna","MEHEDINTI"
"112995","PONOARELE","comuna","MEHEDINTI"
"113153","POROINA MARE","comuna","MEHEDINTI"
"113206","PRISTOL","comuna","MEHEDINTI"
"113233","PRUNISOR","comuna","MEHEDINTI"
"113395","PUNGHINA","comuna","MEHEDINTI"
"113466","ROGOVA","comuna","MEHEDINTI"
"113493","SALCIA","comuna","MEHEDINTI"
"109826","SIMIAN","comuna","MEHEDINTI"
"113625","SISESTI","comuna","MEHEDINTI"
"113698","SOVARNA","comuna","MEHEDINTI"
"113518","STANGACEAUA","comuna","MEHEDINTI"
"113607","SVINITA","comuna","MEHEDINTI"
"113732","TAMNA","comuna","MEHEDINTI"
"113849","VANATORI","comuna","MEHEDINTI"
"113894","VANJULET","comuna","MEHEDINTI"
"113929","VLADAIA","comuna","MEHEDINTI"
"113974","VOLOIAC","comuna","MEHEDINTI"
"114060","BRANISTEA","comuna","MEHEDINTI"
"114079","VRATA","comuna","MEHEDINTI"
"114319","TARGU MURES","municipiu","MURES"
"114514","SIGHISOARA","municipiu","MURES"
"114809","REGHIN","municipiu","MURES"
"114925","TARNAVENI","municipiu","MURES"
"117827","IERNUT","oras","MURES"
"114710","LUDUS","oras","MURES"
"114854","SOVATA","oras","MURES"
"118281","MIERCUREA NIRAJULUI","oras","MURES"
"119242","SARMASU","oras","MURES"
"119331","SANGEORGIU DE PADURE","oras","MURES"
"119894","UNGHENI","oras","MURES"
"114970","ACATARI","comuna","MURES"
"115076","ADAMUS","comuna","MURES"
"114603","ALBESTI","comuna","MURES"
"115147","ALUNIS","comuna","MURES"
"115183","APOLD","comuna","MURES"
"115236","ATINTIS","comuna","MURES"
"115307","BAHNEA","comuna","MURES"
"115389","BAND","comuna","MURES"
"115520","BATOS","comuna","MURES"
"115575","BAGACIU","comuna","MURES"
"115600","BALA","comuna","MURES"
"115637","BALAUSERI","comuna","MURES"
"115708","BEICA DE JOS","comuna","MURES"
"115771","BICHIS","comuna","MURES"
"115824","BOGATA","comuna","MURES"
"115851","BREAZA","comuna","MURES"
"115897","BRANCOVENESTI","comuna","MURES"
"115959","CEUASU DE CAMPIE","comuna","MURES"
"116046","CHETANI","comuna","MURES"
"116126","CHIHERU DE JOS","comuna","MURES"
"116171","COROISANMARTIN","comuna","MURES"
"116224","COZMA","comuna","MURES"
"116288","CRACIUNESTI","comuna","MURES"
"116340","CRAIESTI","comuna","MURES"
"114355","CRISTESTI","comuna","MURES"
"116395","CUCERDEA","comuna","MURES"
"116439","CUCI","comuna","MURES"
"116493","DANES","comuna","MURES"
"116545","DEDA","comuna","MURES"
"116590","EREMITU","comuna","MURES"
"116652","ERNEI","comuna","MURES"
"116723","FARAGAU","comuna","MURES"
"116796","FANTANELE","comuna","MURES"
"116867","GALESTI","comuna","MURES"
"116938","GANESTI","comuna","MURES"
"116983","GHEORGHE DOJA","comuna","MURES"
"117042","GHINDARI","comuna","MURES"
"117113","GLODENI","comuna","MURES"
"117177","GORNESTI","comuna","MURES"
"117275","GREBENISU DE CAMPIE","comuna","MURES"
"117319","GURGHIU","comuna","MURES"
"117426","HODAC","comuna","MURES"
"117505","HODOSA","comuna","MURES"
"117550","IBANESTI","comuna","MURES"
"117667","ICLANZEL","comuna","MURES"
"117783","IDECIU DE JOS","comuna","MURES"
"117925","LIVEZENI","comuna","MURES"
"117998","LUNCA","comuna","MURES"
"118058","LUNCA BRADULUI","comuna","MURES"
"118094","MAGHERANI","comuna","MURES"
"118209","MICA","comuna","MURES"
"120478","CHIBED","comuna","MURES"
"118370","MIHESU DE CAMPIE","comuna","MURES"
"118469","NADES","comuna","MURES"
"118511","NEAUA","comuna","MURES"
"118575","OGRA","comuna","MURES"
"118637","PAPIU ILARIAN","comuna","MURES"
"118691","PANET","comuna","MURES"
"118753","PASARENI","comuna","MURES"
"118799","PETELEA","comuna","MURES"
"118824","POGACEAUA","comuna","MURES"
"118931","RASTOLITA","comuna","MURES"
"118995","RACIU","comuna","MURES"
"119153","RUSII-MUNTI","comuna","MURES"
"119206","SASCHIZ","comuna","MURES"
"114382","SANCRAIU DE MURES","comuna","MURES"
"114417","SANGEORGIU DE MURES","comuna","MURES"
"119386","SANGER","comuna","MURES"
"119466","SANPAUL","comuna","MURES"
"119527","SANPETRU DE CAMPIE","comuna","MURES"
"114453","SANTANA DE MURES","comuna","MURES"
"119590","SOLOVASTRU","comuna","MURES"
"119625","STANCENI","comuna","MURES"
"119661","SUPLAC","comuna","MURES"
"119723","SUSENI","comuna","MURES"
"119750","SAULIA","comuna","MURES"
"119803","SINCAI","comuna","MURES"
"119858","TAURENI","comuna","MURES"
"119974","VALEA LARGA","comuna","MURES"
"120076","VARGATA","comuna","MURES"
"120138","VATAVA","comuna","MURES"
"120174","VETCA","comuna","MURES"
"120218","VIISOARA","comuna","MURES"
"120254","VANATORI","comuna","MURES"
"120316","VOIVODENI","comuna","MURES"
"120343","ZAGAR","comuna","MURES"
"120370","ZAU DE CAMPIE","comuna","MURES"
"120511","BERENI","comuna","MURES"
"120487","CORUNCA","comuna","MURES"
"120502","MADARAS","comuna","MURES"
"120496","SARATENI","comuna","MURES"
"120726","PIATRA-NEAMT","municipiu","NEAMT"
"120860","ROMAN","municipiu","NEAMT"
"121055","TARGU NEAMT","oras","NEAMT"
"120968","BICAZ","oras","NEAMT"
"124117","ROZNOV","oras","NEAMT"
"121108","AGAPIA","comuna","NEAMT"
"124938","ALEXANDRU CEL BUN","comuna","NEAMT"
"121153","BAHNA","comuna","NEAMT"
"121242","BALTATESTI","comuna","NEAMT"
"121386","BIRA","comuna","NEAMT"
"121466","BARGAUANI","comuna","NEAMT"
"121297","BICAZ-CHEI","comuna","NEAMT"
"121340","BICAZU ARDELEAN","comuna","NEAMT"
"121607","BODESTI","comuna","NEAMT"
"125178","BOGHICEA","comuna","NEAMT"
"121652","BORCA","comuna","NEAMT"
"121732","BORLESTI","comuna","NEAMT"
"121796","BOTESTI","comuna","NEAMT"
"121876","BOZIENI","comuna","NEAMT"
"121938","BRUSTURI","comuna","NEAMT"
"122061","CANDESTI","comuna","NEAMT"
"122025","CEAHLAU","comuna","NEAMT"
"120888","CORDUN","comuna","NEAMT"
"122132","COSTISA","comuna","NEAMT"
"122187","CRACAOANI","comuna","NEAMT"
"122249","DAMUC","comuna","NEAMT"
"122285","DOBRENI","comuna","NEAMT"
"125098","DOCHIA","comuna","NEAMT"
"122347","DOLJESTI","comuna","NEAMT"
"122392","DRAGOMIRESTI","comuna","NEAMT"
"125132","DRAGANESTI","comuna","NEAMT"
"122463","DULCESTI","comuna","NEAMT"
"120771","DUMBRAVA ROSIE","comuna","NEAMT"
"122551","FARCASA","comuna","NEAMT"
"122613","FAUREI","comuna","NEAMT"
"125150","GADINTI","comuna","NEAMT"
"122828","GARCINA","comuna","NEAMT"
"122668","GHERAESTI","comuna","NEAMT"
"125114","GHINDAOANI","comuna","NEAMT"
"122702","GIROV","comuna","NEAMT"
"122864","GRINTIES","comuna","NEAMT"
"122908","GRUMAZESTI","comuna","NEAMT"
"122953","HANGU","comuna","NEAMT"
"120922","HORIA","comuna","NEAMT"
"123013","ICUSESTI","comuna","NEAMT"
"123102","ION CREANGA","comuna","NEAMT"
"123175","MARGINENI","comuna","NEAMT"
"123228","MOLDOVENI","comuna","NEAMT"
"125169","NEGRESTI","comuna","NEAMT"
"123255","ONICENI","comuna","NEAMT"
"123371","PASTRAVENI","comuna","NEAMT"
"125141","PANCESTI","comuna","NEAMT"
"123601","PANGARATI","comuna","NEAMT"
"123424","PETRICANI","comuna","NEAMT"
"123479","PIATRA SOIMULUI","comuna","NEAMT"
"123521","PIPIRIG","comuna","NEAMT"
"123674","PODOLENI","comuna","NEAMT"
"123790","POIANA TEIULUI","comuna","NEAMT"
"123709","POIENARI","comuna","NEAMT"
"123914","RAUCESTI","comuna","NEAMT"
"123969","RAZBOIENI","comuna","NEAMT"
"124028","REDIU","comuna","NEAMT"
"124073","ROMANI","comuna","NEAMT"
"125105","RUGINOASA","comuna","NEAMT"
"124153","SAGNA","comuna","NEAMT"
"124206","SABAOANI","comuna","NEAMT"
"120824","SAVINESTI","comuna","NEAMT"
"124233","SECUIENI","comuna","NEAMT"
"124331","STANITA","comuna","NEAMT"
"124411","STEFAN CEL MARE","comuna","NEAMT"
"124493","TARCAU","comuna","NEAMT"
"124563","TASCA","comuna","NEAMT"
"124616","TAZLAU","comuna","NEAMT"
"124634","TAMASENI","comuna","NEAMT"
"124661","TIMISESTI","comuna","NEAMT"
"124723","TRIFESTI","comuna","NEAMT"
"124750","TUPILATI","comuna","NEAMT"
"124803","TIBUCANI","comuna","NEAMT"
"124849","URECHENI","comuna","NEAMT"
"124885","VALEA URSULUI","comuna","NEAMT"
"125123","VALENI","comuna","NEAMT"
"125016","VANATORI-NEAMT","comuna","NEAMT"
"125061","ZANESTI","comuna","NEAMT"
"125472","CARACAL","municipiu","OLT"
"125347","SLATINA","municipiu","OLT"
"125418","BALS","oras","OLT"
"125542","CORABIA","oras","OLT"
"125622","DRAGANESTI-OLT","oras","OLT"
"128105","PIATRA-OLT","oras","OLT"
"128374","POTCOAVA","oras","OLT"
"128711","SCORNICESTI","oras","OLT"
"125677","BALDOVINESTI","comuna","OLT"
"125659","BABICIU","comuna","OLT"
"130286","BALTENI","comuna","OLT"
"125757","BARASTI","comuna","OLT"
"125846","BARZA","comuna","OLT"
"125873","BOBICESTI","comuna","OLT"
"125962","BRASTAVATU","comuna","OLT"
"126022","BRANCOVENI","comuna","OLT"
"125999","BREBENI","comuna","OLT"
"126077","BUCINISU","comuna","OLT"
"130295","CALUI","comuna","OLT"
"126166","CARLOGANI","comuna","OLT"
"126102","CEZIENI","comuna","OLT"
"126148","CILIENI","comuna","OLT"
"126228","COLONESTI","comuna","OLT"
"126326","CORBU","comuna","OLT"
"126380","COTEANA","comuna","OLT"
"126406","CRAMPOIA","comuna","OLT"
"126503","CUNGREA","comuna","OLT"
"126433","CURTISOARA","comuna","OLT"
"126585","DANEASA","comuna","OLT"
"126647","DEVESELU","comuna","OLT"
"126674","DOBRETU","comuna","OLT"
"126718","DOBROSLOVENI","comuna","OLT"
"126772","DOBROTEASA","comuna","OLT"
"126825","DOBRUN","comuna","OLT"
"125490","DRAGHICENI","comuna","OLT"
"126905","FAGETELU","comuna","OLT"
"126978","FALCOIU","comuna","OLT"
"127019","FARCASELE","comuna","OLT"
"127064","GANEASA","comuna","OLT"
"130302","GAVANESTI","comuna","OLT"
"125588","GARCOV","comuna","OLT"
"130311","GHIMPETENI","comuna","OLT"
"127126","GIUVARASTI","comuna","OLT"
"127144","GOSTAVATU","comuna","OLT"
"127171","GRADINARI","comuna","OLT"
"130320","GRADINILE","comuna","OLT"
"127224","GROJDIBODU","comuna","OLT"
"130339","GURA PADINII","comuna","OLT"
"127251","IANCA","comuna","OLT"
"127288","IANCU JIANU","comuna","OLT"
"127322","ICOANA","comuna","OLT"
"130348","IPOTESTI","comuna","OLT"
"127368","IZBICENI","comuna","OLT"
"127386","IZVOARELE","comuna","OLT"
"127411","LELEASCA","comuna","OLT"
"127493","MARUNTEI","comuna","OLT"
"127536","MIHAESTI","comuna","OLT"
"127563","MILCOV","comuna","OLT"
"127625","MORUNGLAV","comuna","OLT"
"127689","MOVILENI","comuna","OLT"
"127714","NICOLAE TITULESCU","comuna","OLT"
"127750","OBARSIA","comuna","OLT"
"127812","OBOGA","comuna","OLT"
"127858","OPORELU","comuna","OLT"
"127901","OPTASI-MAGURA","comuna","OLT"
"127938","ORLEA","comuna","OLT"
"130357","OSICA DE JOS","comuna","OLT"
"127983","OSICA DE SUS","comuna","OLT"
"128178","PARSCOVENI","comuna","OLT"
"128052","PERIETI","comuna","OLT"
"128221","PLESOIU","comuna","OLT"
"128301","POBORU","comuna","OLT"
"128436","PRISEACA","comuna","OLT"
"128472","RADOMIRESTI","comuna","OLT"
"128524","REDEA","comuna","OLT"
"128560","ROTUNDA","comuna","OLT"
"128588","RUSANESTI","comuna","OLT"
"128882","SAMBURESTI","comuna","OLT"
"130366","SARBII-MAGURA","comuna","OLT"
"128613","SCARISOARA","comuna","OLT"
"128659","SCHITU","comuna","OLT"
"128864","SEACA","comuna","OLT"
"125374","SLATIOARA","comuna","OLT"
"128962","SPINENI","comuna","OLT"
"129040","SPRANCENATA","comuna","OLT"
"129095","STOENESTI","comuna","OLT"
"129111","STOICANESTI","comuna","OLT"
"129139","STREJESTI","comuna","OLT"
"129184","STUDINA","comuna","OLT"
"129246","SERBANESTI","comuna","OLT"
"130384","SOPARLITA","comuna","OLT"
"129282","STEFAN CEL MARE","comuna","OLT"
"129317","TATULESTI","comuna","OLT"
"129380","TESLUI","comuna","OLT"
"129460","TIA MARE","comuna","OLT"
"129503","TOPANA","comuna","OLT"
"129567","TRAIAN","comuna","OLT"
"129585","TUFENI","comuna","OLT"
"129629","URZICA","comuna","OLT"
"129656","VALEA MARE","comuna","OLT"
"129718","VADASTRA","comuna","OLT"
"129745","VADASTRITA","comuna","OLT"
"129763","VALENI","comuna","OLT"
"129987","VALCELE","comuna","OLT"
"129816","VERGULEASA","comuna","OLT"
"129898","VISINA","comuna","OLT"
"130375","VISINA NOUA","comuna","OLT"
"129914","VITOMIRESTI","comuna","OLT"
"130026","VLADILA","comuna","OLT"
"130062","VOINEASA","comuna","OLT"
"130124","VULPENI","comuna","OLT"
"130231","VULTURESTI","comuna","OLT"
"131256","CAMPINA","municipiu","PRAHOVA"
"130534","PLOIESTI","municipiu","PRAHOVA"
"130954","AZUGA","oras","PRAHOVA"
"130981","BAICOI","oras","PRAHOVA"
"131069","BOLDESTI-SCAENI","oras","PRAHOVA"
"131103","BREAZA","oras","PRAHOVA"
"131210","BUSTENI","oras","PRAHOVA"
"131336","COMARNIC","oras","PRAHOVA"
"131407","MIZIL","oras","PRAHOVA"
"131443","PLOPENI","oras","PRAHOVA"
"131540","SINAIA","oras","PRAHOVA"
"131577","SLANIC","oras","PRAHOVA"
"131620","URLATI","oras","PRAHOVA"
"131817","VALENII DE MUNTE","oras","PRAHOVA"
"131899","ADUNATI","comuna","PRAHOVA"
"131933","ALBESTI-PALEOLOGU","comuna","PRAHOVA"
"131988","ALUNIS","comuna","PRAHOVA"
"132011","APOSTOLACHE","comuna","PRAHOVA"
"132075","ARICESTII RAHTIVANI","comuna","PRAHOVA"
"132137","ARICESTII ZELETIN","comuna","PRAHOVA"
"132164","BABA ANA","comuna","PRAHOVA"
"132226","BALTA DOAMNEI","comuna","PRAHOVA"
"132271","BALTESTI","comuna","PRAHOVA"
"132315","BANESTI","comuna","PRAHOVA"
"130552","BARCANESTI","comuna","PRAHOVA"
"136278","BATRANI","comuna","PRAHOVA"
"132342","BERTEA","comuna","PRAHOVA"
"130614","BERCENI","comuna","PRAHOVA"
"132379","BOLDESTI-GRADISTEA","comuna","PRAHOVA"
"130678","BLEJOI","comuna","PRAHOVA"
"132404","BREBU","comuna","PRAHOVA"
"130712","BRAZI","comuna","PRAHOVA"
"130785","BUCOV","comuna","PRAHOVA"
"132459","CALUGARENI","comuna","PRAHOVA"
"132486","CARBUNESTI","comuna","PRAHOVA"
"132510","CEPTURA","comuna","PRAHOVA"
"132574","CERASU","comuna","PRAHOVA"
"132645","CHIOJDEANCA","comuna","PRAHOVA"
"132681","CIORANI","comuna","PRAHOVA"
"136241","COCORASTII COLT","comuna","PRAHOVA"
"132716","COCORASTII MISLII","comuna","PRAHOVA"
"132752","COLCEAG","comuna","PRAHOVA"
"132805","CORNU","comuna","PRAHOVA"
"132841","COSMINELE","comuna","PRAHOVA"
"132896","DRAJNA","comuna","PRAHOVA"
"133018","DRAGANESTI","comuna","PRAHOVA"
"133090","DUMBRAVA","comuna","PRAHOVA"
"131461","DUMBRAVESTI","comuna","PRAHOVA"
"133161","FILIPESTII DE PADURE","comuna","PRAHOVA"
"133214","FILIPESTII DE TARG","comuna","PRAHOVA"
"133278","FANTANELE","comuna","PRAHOVA"
"133330","FLORESTI","comuna","PRAHOVA"
"133394","FULGA","comuna","PRAHOVA"
"133429","GHERGHITA","comuna","PRAHOVA"
"133508","GORGOTA","comuna","PRAHOVA"
"133562","GORNET","comuna","PRAHOVA"
"133615","GORNET-CRICOV","comuna","PRAHOVA"
"133688","GURA VADULUI","comuna","PRAHOVA"
"131835","GURA VITIOAREI","comuna","PRAHOVA"
"133722","IORDACHEANU","comuna","PRAHOVA"
"133795","IZVOARELE","comuna","PRAHOVA"
"133866","JUGURENI","comuna","PRAHOVA"
"133919","LAPOS","comuna","PRAHOVA"
"133964","LIPANESTI","comuna","PRAHOVA"
"134014","MAGURELE","comuna","PRAHOVA"
"134050","MAGURENI","comuna","PRAHOVA"
"134096","MANECIU","comuna","PRAHOVA"
"134194","MANESTI","comuna","PRAHOVA"
"136250","OLARI","comuna","PRAHOVA"
"130847","PAULESTI","comuna","PRAHOVA"
"134336","PACURETI","comuna","PRAHOVA"
"134390","PLOPU","comuna","PRAHOVA"
"134443","PODENII NOI","comuna","PRAHOVA"
"134559","POIENARII BURCHII","comuna","PRAHOVA"
"131274","POIANA CAMPINA","comuna","PRAHOVA"
"134648","POSESTI","comuna","PRAHOVA"
"134755","PREDEAL-SARARI","comuna","PRAHOVA"
"134853","PROVITA DE JOS","comuna","PRAHOVA"
"134899","PROVITA DE SUS","comuna","PRAHOVA"
"134942","PUCHENII MARI","comuna","PRAHOVA"
"135020","RAFOV","comuna","PRAHOVA"
"135128","SALCIA","comuna","PRAHOVA"
"135146","SALCIILE","comuna","PRAHOVA"
"135164","SCORTENI","comuna","PRAHOVA"
"135226","SECARIA","comuna","PRAHOVA"
"135244","SANGERU","comuna","PRAHOVA"
"135315","STARCHIOJD","comuna","PRAHOVA"
"135404","SURANI","comuna","PRAHOVA"
"135431","SIRNA","comuna","PRAHOVA"
"135501","SOIMARI","comuna","PRAHOVA"
"135547","SOTRILE","comuna","PRAHOVA"
"135618","STEFESTI","comuna","PRAHOVA"
"135654","TALEA","comuna","PRAHOVA"
"130892","TARGSORU VECHI","comuna","PRAHOVA"
"135681","TATARU","comuna","PRAHOVA"
"135725","TEISANI","comuna","PRAHOVA"
"135789","TELEGA","comuna","PRAHOVA"
"135850","TINOSU","comuna","PRAHOVA"
"135896","TOMSANI","comuna","PRAHOVA"
"136269","VADU SAPAT","comuna","PRAHOVA"
"135949","VALEA CALUGAREASCA","comuna","PRAHOVA"
"136107","VALEA DOFTANEI","comuna","PRAHOVA"
"136134","VARBILAU","comuna","PRAHOVA"
"136198","VALCANESTI","comuna","PRAHOVA"
"136483","SATU MARE","municipiu","SATU MARE"
"136526","CAREI","municipiu","SATU MARE"
"138039","LIVADA","oras","SATU MARE"
"136642","TASNAD","oras","SATU MARE"
"136848","ARDUD","oras","SATU MARE"
"136599","NEGRESTI-OAS","oras","SATU MARE"
"136713","ACAS","comuna","SATU MARE"
"179873","AGRIS","comuna","SATU MARE"
"136768","ANDRID","comuna","SATU MARE"
"136802","APA","comuna","SATU MARE"
"137103","BARSAU","comuna","SATU MARE"
"136919","BATARCI","comuna","SATU MARE"
"136964","BELTIUG","comuna","SATU MARE"
"137032","BERVENI","comuna","SATU MARE"
"137069","BIXAD","comuna","SATU MARE"
"137130","BOGDAND","comuna","SATU MARE"
"137185","BOTIZ","comuna","SATU MARE"
"137229","CALINESTI-OAS","comuna","SATU MARE"
"137274","CAMARZANA","comuna","SATU MARE"
"179677","CAMIN","comuna","SATU MARE"
"136553","CAPLENI","comuna","SATU MARE"
"137292","CAUAS","comuna","SATU MARE"
"137363","CEHAL","comuna","SATU MARE"
"137407","CERTEZE","comuna","SATU MARE"
"179882","CIUMESTI","comuna","SATU MARE"
"137443","CRAIDOROLT","comuna","SATU MARE"
"137504","CRUCISOR","comuna","SATU MARE"
"137540","CULCIU","comuna","SATU MARE"
"137611","DOBA","comuna","SATU MARE"
"137675","DOROLT","comuna","SATU MARE"
"137728","FOIENI","comuna","SATU MARE"
"137746","GHERTA MICA","comuna","SATU MARE"
"137764","HALMEU","comuna","SATU MARE"
"137844","HODOD","comuna","SATU MARE"
"137899","HOMOROADE","comuna","SATU MARE"
"137960","LAZURI","comuna","SATU MARE"
"138084","MEDIESU AURIT","comuna","SATU MARE"
"138164","MICULA","comuna","SATU MARE"
"138208","MOFTIN","comuna","SATU MARE"
"138280","ODOREU","comuna","SATU MARE"
"138351","ORASU NOU","comuna","SATU MARE"
"138431","PAULESTI","comuna","SATU MARE"
"138501","PETRESTI","comuna","SATU MARE"
"138538","PIR","comuna","SATU MARE"
"138574","PISCOLT","comuna","SATU MARE"
"138618","POMI","comuna","SATU MARE"
"180028","PORUMBESTI","comuna","SATU MARE"
"138404","RACSA","comuna","SATU MARE"
"138770","SACASENI","comuna","SATU MARE"
"138663","SANISLAU","comuna","SATU MARE"
